Date,Index,D12,Rfree,fed_funds,VRP,ICS_ALL,pd,ff12_D,vrp3,sent12_D,ersf,ersf_t1,ersf_D,sent_x_ersf_D
1990-03-31,339.94,11.318,0.006583333333333333,8.28,26.5978,91.3,30.035341933203746,-1.5700000000000003,31.80696666666667,-3.0,2.051349593740907,-3.055939724657294,1.5580667715970091,-4.674200314791028
1990-04-30,330.8,11.433,0.006474999999999999,8.26,26.2753,93.9,28.93378815708913,-1.58,28.59693333333334,2.4000000000000057,-3.055939724657294,8.84482265215639,-5.107289318398202,-12.257494364155713
1990-05-31,361.23,11.547999999999998,0.00645,8.18,19.2201,90.6,31.280741253896785,-1.6300000000000008,24.031066666666675,-0.10000000000000853,8.84482265215639,-1.2637396072677658,11.900762376813685,-1.19007623768147
1990-06-30,358.02,11.662999999999998,0.006441666666666668,8.29,13.0796,88.3,30.697076223956103,-1.2400000000000002,19.52500000000001,-2.299999999999997,-1.2637396072677658,-0.8845205109584149,-10.108562259424156,23.24969319667553
1990-07-31,356.15,11.719999999999999,0.006350000000000001,8.15,26.987,88.2,30.388225255972696,-1.0899999999999999,19.76223333333334,-3.799999999999997,-0.8845205109584149,-9.77668994805558,0.3792190963093509,-1.4410325659755323
1990-08-31,322.56,11.777,0.006208333333333333,8.13,51.0203,76.4,27.388978517449267,-0.8599999999999994,30.362300000000005,-13.199999999999989,-9.77668994805558,-5.426029679232794,-8.892169437097165,117.37663656968247
1990-09-30,306.05,11.834,0.0061333333333333335,8.2,57.6982,72.8,25.861923271928344,-0.8200000000000003,45.235166666666665,-23.0,-5.426029679232794,-0.9428139465229122,4.350660268822786,-100.06518618292407
1990-10-31,304.0,11.918,0.005975,8.11,52.1602,63.9,25.507635509313644,-0.7300000000000004,53.62623333333334,-30.000000000000007,-0.9428139465229122,5.734089912280703,4.483215732709882,-134.49647198129648
1990-11-30,322.22,12.002,0.005883333333333333,7.81,30.4216,66.0,26.847192134644228,-0.7400000000000011,46.76000000000001,-24.900000000000006,5.734089912280703,2.233680197794462,6.676903858803616,-166.25490608421006
1990-12-31,330.22,12.086,0.0056166666666666665,7.31,50.2439,65.5,27.3225219261956,-1.1399999999999997,44.27523333333335,-25.0,2.233680197794462,3.938644842832046,-3.5004097144862416,87.51024286215603
1991-01-31,343.93,12.094000000000001,0.005183333333333333,6.91,19.8734,66.8,28.438068463701008,-1.3200000000000003,33.51296666666668,-26.200000000000003,3.938644842832046,6.526341552060017,1.7049646450375842,-44.67007369998471
1991-02-28,367.07,12.102,0.00495,6.25,24.7257,70.4,30.33135019005123,-1.9900000000000002,31.61433333333335,-19.099999999999994,6.526341552060017,2.002709814658428,2.587696709227971,-49.42500714625423
1991-03-31,375.22,12.11,0.004925,6.12,14.9701,87.7,30.984310487200663,-2.1599999999999993,19.85640000000002,-3.5999999999999943,2.002709814658428,-0.16695975398137117,-4.523631737401589,16.285074254645693
1991-04-30,375.35,12.122333333333334,0.0047083333333333335,5.91,18.0895,81.8,30.96351087524404,-2.3499999999999996,19.261766666666684,-12.100000000000009,-0.16695975398137117,3.67214059470419,-2.169669568639799,26.253001780541588
1991-05-31,389.83,12.134666666666668,0.00455,5.78,14.6129,78.3,32.12531589935171,-2.3999999999999995,15.890833333333347,-12.299999999999997,3.67214059470419,-4.993769313974459,3.839100348685561,-47.22093428883239
1991-06-30,371.16,12.147,0.004641666666666666,5.9,26.4061,82.1,30.555692763645347,-2.389999999999999,19.702833333333345,-6.200000000000003,-4.993769313974459,4.294619990180933,-8.66590990867865,53.72864143380765
1991-07-31,387.81,12.189666666666668,0.0046500000000000005,5.82,12.701,82.9,31.81465175421805,-2.33,17.90666666666668,-5.299999999999997,4.294619990180933,1.7835636938477863,9.288389304155391,-49.22846331202355
1991-08-31,395.43,12.232333333333333,0.004441666666666667,5.66,9.5733,82.0,32.32662070468976,-2.4700000000000006,16.226800000000015,5.599999999999994,1.7835636938477863,-2.0906870579706442,-2.5110562963331464,-14.061915259465605
1991-09-30,387.86,12.274999999999999,0.00435,5.45,16.4127,83.0,31.597556008146643,-2.749999999999999,12.895666666666685,10.200000000000003,-2.0906870579706442,1.0333794410354158,-3.8742507518184306,-39.517357668548
1991-10-31,392.46,12.250999999999998,0.004158333333333333,5.21,15.0544,78.3,32.03493592359808,-2.8999999999999995,13.680133333333352,14.399999999999999,1.0333794410354158,-4.513181300854431,3.12406649900606,44.98655758568726
1991-11-30,375.22,12.227,0.0037999999999999996,4.81,24.8364,69.1,30.687822033205205,-3.0,18.767833333333353,3.0999999999999943,-4.513181300854431,11.090638958477673,-5.546560741889847,-17.194338299858494
1991-12-31,417.09,12.203,0.0033916666666666665,4.43,22.9771,68.2,34.17930017208883,-2.88,20.955966666666683,2.700000000000003,11.090638958477673,-2.062026714191704,15.603820259332103,42.13031470019672
1992-01-31,408.79,12.243333333333332,0.0031666666666666666,4.03,17.0722,67.5,33.388783011162545,-2.88,21.628566666666682,0.7000000000000028,-2.062026714191704,0.8868883507152521,-13.152665672669377,-9.206865970868602
1992-02-29,412.7,12.283666666666665,0.0031999999999999997,4.06,18.221,68.8,33.597460041789915,-2.1900000000000004,19.42343333333335,-1.6000000000000085,0.8868883507152521,-2.2710015346094834,2.9489150649069558,-4.718264103851155
1992-03-31,403.69,12.323999999999998,0.0033666666666666667,3.98,17.327,76.0,32.75641025641026,-2.14,17.540066666666682,-11.700000000000003,-2.2710015346094834,2.731144600780025,-3.1578898853247352,36.94731165829941
1992-04-30,414.95,12.322666666666667,0.0031249999999999997,3.73,13.3759,77.2,33.67371780999783,-2.18,16.307966666666683,-4.599999999999994,2.731144600780025,0.04134330106707537,5.002146135389508,-23.00987222279171
1992-05-31,415.35,12.321333333333332,0.003025,3.82,12.2742,79.2,33.70982577643113,-1.9600000000000004,14.325700000000017,0.9000000000000057,0.04134330106707537,-1.7937043056057287,-2.6898012997129497,-2.42082116974167
1992-06-30,408.14,12.32,0.00305,3.76,10.3259,80.4,33.12824675324675,-2.1400000000000006,11.992000000000019,-1.6999999999999886,-1.7937043056057287,3.921932547655216,-1.835047606672804,3.119580931343746
1992-07-31,424.21,12.344999999999999,0.002675,3.25,9.6272,76.6,34.362899959497774,-2.5700000000000003,10.742433333333352,-6.300000000000011,3.921932547655216,-2.417587456684198,5.7156368532609445,-36.00851217554401
1992-08-31,414.03,12.370000000000001,0.0026083333333333336,3.3,11.7631,76.1,33.47049312853678,-2.3600000000000003,10.572066666666686,-5.900000000000006,-2.417587456684198,0.917540737788736,-6.339520004339414,37.40316802560258
1992-09-30,417.8,12.395,0.002425,3.22,13.9343,75.6,33.70713997579669,-2.23,11.774866666666687,-7.400000000000006,0.917540737788736,0.2194548162331732,3.3351281944729343,-24.679948639099734
1992-10-31,418.68,12.391666666666667,0.0023833333333333332,3.1,14.4022,73.3,33.78722259583053,-2.11,13.366533333333352,-5.0,0.2194548162331732,3.01191939216374,-0.6980859215555628,3.490429607777814
