Date,Close,Volume,vwma,vwma_return_delta
2016-09-30,2168.27,77270240000,2156.2687984020167,-0.010578526764371373
2016-10-31,2126.15,73196630000,2141.9553049183633,-0.006638084033985476
2016-11-30,2198.81,88299760000,2166.0833942467016,0.011264515778146883
2016-12-31,2238.83,75251240000,2248.326162437756,0.03796842190356018
2017-01-31,2278.87,70483180000,2275.233487399405,0.011967714209434205
2017-02-28,2363.64,69162420000,2327.5771814038712,0.023005856011857107
2017-03-31,2362.72,81547770000,2364.1285000575,0.01570359038817472
2017-04-30,2384.2,65265670000,2360.7367282232617,-0.0014346816740949894
2017-05-31,2411.8,79607170000,2394.9947984447804,0.014511601320026052
2017-06-30,2423.41,81002490000,2433.7907112498606,0.016198746164406207
2017-07-31,2470.3,63169400000,2455.3005320978195,0.0088379911832734
2017-08-31,2471.65,70616030000,2453.5336477823253,-0.00071962038552757
2017-09-30,2519.36,66337980000,2492.8804240135137,0.016036778736151742
2017-10-31,2575.26,70871570000,2560.4002620157366,0.02708506888329472
2017-11-30,2647.58,73173260000,2595.2685083047772,0.013618279456661879
2017-12-31,2673.61,65251190000,2662.943426673138,0.026076268467714755
